"year","firstname","rank","genderindex"
"2000","Ellery",17,0.73
"2000","Ashtin",92,0.58
"2000","Arlyn",61,0.9
"2000","Kelcey",100,0.84
"2000","Lashawn",53,0.42
"2000","Marlo",98,0.54
"2000","Arya",96,0.44
"2000","Waverly",31,0.83
"2000","Robbie",71,0.19
"2000","Jullian",39,0.2
"2000","Jan",30,0.08
"2000","Marlowe",80,0.66
"2000","Alpha",72,0.28
"2000","Taran",49,0.18
"2000","Germaine",88,0.25
"2000","Jacque",97,0.36
"2000","Lou",79,0.46
"2000","Dee",65,0.36
"2000","Lavon",50,0.11
"2000","Karon",5,0.07
"2000","Deon",77,0.02
"2000","Gale",67,0.4
"2000","Joell",36,0.2
"2001","Madison",42,0.99
"2001","Ashley",11,1
"2001","Taylor",57,0.86
"2001","Lauren",3,1
"2001","Sydney",8,0.99
"2001","Morgan",12,0.92
"2001","Allison",37,1
"2001","Shelby",2,0.98
"2001","Bailey",22,0.79
"2001","Courtney",41,0.96
"2001","Leslie",4,0.97
"2001","Kelsey",78,0.98
"2001","Lindsey",7,0.99
"2001","Cheyenne",19,0.98
"2001","Kelly",10,0.94
"2001","Kennedy",6,0.93
"2001","Skylar",90,0.77
"2001","Avery",91,0.61
"2001","Shannon",47,0.9
"2001","Kendall",35,0.73
"2001","Aubrey",1,0.9
"2001","Lindsay",13,0.99
"2001","Addison",20,0.74
"2001","Sidney",84,0.78
"2001","Whitney",23,0.99
"2001","Lacey",62,0.99
"2001","Kiley",99,0.98
"2001","Paris",21,0.8
"2001","Lesley",14,0.98
"2001","Stacy",27,0.89
"2001","Robin",85,0.74
"2001","Sandy",15,0.95
"2001","Sheridan",60,0.93
"2001","Reese",59,0.33
"2001","Christy",34,0.98
"2001","Tracy",40,0.69
"2001","Jaime",74,0.19
"2001","Michele",75,0.91
"2001","Brook",66,0.94
"2001","Lacy",18,0.97
"2001","Marlen",54,0.95
"2001","Elisha",95,0.38
"2001","Stevie",33,0.74
"2001","Mckinley",51,0.66
"2001","Kelley",26,0.83
"2001","Blair",58,0.65
"2001","Lynn",46,0.86
"2001","Shelly",38,0.96
"2001","Arden",87,0.81
"2001","Rosario",63,0.83
"2001","Leigh",25,0.92
"2001","Jean",68,0.29
"2001","Jodie",70,0.95
"2001","Emery",45,0.57
"2001","Frankie",89,0.3
"2001","Aubry",55,0.82
"2001","Charley",29,0.67
"2001","Ivey",81,0.89
"2001","Shelley",52,0.92
"2001","Lorin",43,0.9
"2001","Anay",76,0.86
"2001","Kelcey",100,0.91
"2001","Clair",24,0.87
"2001","Ellery",17,0.78
"2001","Arya",96,0.44
"2001","Ashtin",92,0.48
"2001","Waverly",31,0.83
"2001","Lashawn",53,0.37
"2001","Marlo",98,0.53
"2001","Jullian",39,0.21
"2001","Robbie",71,0.2
"2001","Jan",30,0.07
"2001","Germaine",88,0.35
"2001","Alpha",72,0.21
"2001","Dee",65,0.54
"2001","Caron",32,0.29
"2001","Marlowe",80,0.65
"2001","Jacque",97,0.34
"2001","Lou",79,0.29
"2001","Karon",5,0.07
"2001","Taran",49,0.11
"2001","Berlin",28,0.43
"2001","Donnie",83,0.03
"2002","Madison",42,1
"2002","Ashley",11,1
"2002","Lauren",3,1
"2002","Taylor",57,0.86
"2002","Sydney",8,0.99
"2002","Morgan",12,0.93
"2002","Allison",37,1
"2002","Shelby",2,0.97
"2002","Bailey",22,0.82
"2002","Courtney",41,0.96
"2002","Leslie",4,0.97
"2002","Kelsey",78,0.98
"2002","Kelly",10,0.94
"2002","Lindsey",7,0.99
"2002","Cheyenne",19,0.99
"2002","Avery",91,0.66
"2002","Kennedy",6,0.93
"2002","Skylar",90,0.79
"2002","Shannon",47,0.89
"2002","Kendall",35,0.77
"2002","Aubrey",1,0.91
"2002","Addison",20,0.79
"2002","Sidney",84,0.78
"2002","Whitney",23,0.98
"2002","Kiley",99,0.99
"2002","Paris",21,0.83
"2002","Reese",59,0.49
"2002","Lacey",62,0.99
"2002","Lesley",14,0.98
"2002","Stacy",27,0.87
"2002","Sandy",15,0.95
"2002","Tracy",40,0.72
"2002","Robin",85,0.7
"2002","Jaime",74,0.18
"2002","Sheridan",60,0.93
"2002","Michele",75,0.92
"2002","Hillary",69,0.98
"2002","Brook",66,0.92
"2002","Kelley",26,0.9
"2002","Mckinley",51,0.64
"2002","Blair",58,0.71
"2002","Elisha",95,0.34
"2002","Stevie",33,0.77
"2002","Arden",87,0.82
"2002","Lynn",46,0.8
"2002","Rosario",63,0.8
"2002","Emery",45,0.6
"2002","Jodie",70,0.85
"2002","Frankie",89,0.3
"2002","Charley",29,0.68
"2002","Jean",68,0.26
"2002","Leigh",25,0.92
"2002","Aubry",55,0.92
"2002","Ellery",17,0.86
"2002","Anay",76,0.77
"2002","Arya",96,0.42
"2002","Clair",24,0.92
"2002","Lorin",43,0.86
"2002","Kelcey",100,0.82
"2002","Ashtin",92,0.5
"2002","Marlo",98,0.54
"2002","Jullian",39,0.19
"2002","Robbie",71,0.22
"2002","Lashawn",53,0.39
"2002","Marlowe",80,0.61
"2002","Carman",73,0.69
"2002","Deon",77,0.03
"2002","Taran",49,0.16
"2002","Caron",32,0.18
"2002","Lou",79,0.39
"2002","Dee",65,0.39
"2002","Germaine",88,0.15
"2002","Jan",30,0.03
"2002","Karon",5,0.08
"2002","Joell",36,0.21
"2002","Lavon",50,0.1
"2003","Madison",42,1
"2003","Ashley",11,0.99
"2003","Lauren",3,1
"2003","Taylor",57,0.86
"2003","Sydney",8,0.99
"2003","Morgan",12,0.92
"2003","Allison",37,1
"2003","Avery",91,0.71
"2003","Leslie",4,0.97
"2003","Shelby",2,0.98
"2003","Bailey",22,0.83
"2003","Courtney",41,0.96
"2003","Kennedy",6,0.94
"2003","Kelly",10,0.95
"2003","Kelsey",78,0.98
"2003","Lindsey",7,0.99
"2003","Cheyenne",19,0.99
"2003","Skylar",90,0.79
"2003","Kendall",35,0.82
"2003","Aubrey",1,0.93
"2003","Addison",20,0.81
"2003","Shannon",47,0.88
"2003","Lindsay",13,1
"2003","Paris",21,0.91
"2003","Reese",59,0.6
"2003","Sidney",84,0.78
"2003","Kiley",99,0.99
"2003","Lacey",62,0.99
"2003","Whitney",23,0.98
"2003","Lesley",14,0.98
"2003","Stacy",27,0.91
"2003","Tracy",40,0.69
"2003","Lacy",18,0.95
"2003","Sandy",15,0.94
"2003","Jaime",74,0.18
"2003","Marlen",54,0.95
"2003","Robin",85,0.7
"2003","Brook",66,0.95
"2003","Hillary",69,0.98
"2003","Michele",75,0.93
"2003","Sheridan",60,0.91
"2003","Mckinley",51,0.71
"2003","Stevie",33,0.79
"2003","Elisha",95,0.34
"2003","Arden",87,0.74
"2003","Emery",45,0.57
"2003","Blair",58,0.7
"2003","Lynn",46,0.84
"2003","Kelley",26,0.85
"2003","Charley",29,0.73
"2003","Rosario",63,0.79
"2003","Jodie",70,0.94
"2003","Jean",68,0.26
"2003","Leigh",25,0.94
"2003","Frankie",89,0.28
"2003","Arya",96,0.46
"2003","Ellery",17,0.86
"2003","Aubry",55,0.84
"2003","Arlyn",61,0.91
"2003","Ashtin",92,0.38
"2003","Lorin",43,0.83
"2003","Anay",76,0.75
"2003","Waverly",31,0.87
"2003","Marlo",98,0.5
"2003","Kelcey",100,0.84
"2003","Lashawn",53,0.3
"2003","Robbie",71,0.23
"2003","Jullian",39,0.13
"2003","Taran",49,0.21
"2003","Deon",77,0.04
"2003","Jan",30,0.05
"2003","Lou",79,0.51
"2003","Marlowe",80,0.44
"2003","Alpha",72,0.14
"2003","Germaine",88,0.21
"2003","Jacque",97,0.27
"2003","Joell",36,0.25
"2004","Madison",42,0.99
"2004","Ashley",11,0.99
"2004","Lauren",3,1
"2004","Taylor",57,0.86
"2004","Sydney",8,0.99
"2004","Morgan",12,0.88
"2004","Allison",37,1
"2004","Avery",91,0.74
"2004","Leslie",4,0.98
"2004","Bailey",22,0.85
"2004","Shelby",2,0.97
"2004","Kennedy",6,0.94
"2004","Courtney",41,0.95
"2004","Kendall",35,0.84
"2004","Kelly",10,0.94
"2004","Lindsey",7,0.99
"2004","Kelsey",78,0.97
"2004","Cheyenne",19,0.98
"2004","Skylar",90,0.81
"2004","Paris",21,0.96
"2004","Addison",20,0.83
"2004","Aubrey",1,0.93
"2004","Lindsay",13,0.99
"2004","Shannon",47,0.87
"2004","Reese",59,0.65
"2004","Meredith",94,0.99
"2004","Kiley",99,0.99
"2004","Sidney",84,0.77
"2004","Lacey",62,0.99
"2004","Whitney",23,0.97
"2004","Carlie",64,0.99
"2004","Lesley",14,0.98
"2004","Stacy",27,0.9
"2004","Sandy",15,0.95
"2004","Lacy",18,0.98
"2004","Jaime",74,0.18
"2004","Tracy",40,0.71
"2004","Robin",85,0.67
"2004","Christy",34,0.98
"2004","Mckinley",51,0.72
"2004","Marlen",54,0.96
"2004","Emery",45,0.65
"2004","Elisha",95,0.37
"2004","Michele",75,0.92
"2004","Sheridan",60,0.91
"2004","Brook",66,0.9
"2004","Stevie",33,0.82
"2004","Charley",29,0.7
"2004","Arden",87,0.77
"2004","Blair",58,0.65
"2004","Lynn",46,0.86
"2004","Arya",96,0.6
"2004","Rosario",63,0.79
"2004","Frankie",89,0.31
"2004","Kelley",26,0.85
"2004","Jodie",70,0.85
"2004","Ellery",17,0.94
"2004","Jean",68,0.22
"2004","Aubry",55,0.91
"2004","Leigh",25,0.92
"2004","Berlin",28,0.92
"2004","Arlyn",61,0.91
"2004","Ashtin",92,0.23
"2004","Lorin",43,0.85
"2004","Anay",76,0.66
"2004","Marlo",98,0.6
"2004","Kelcey",100,0.87
"2004","Robbie",71,0.29
"2004","Lashawn",53,0.28
"2004","Jullian",39,0.14
"2004","Deon",77,0.05
"2004","Lou",79,0.4
"2004","Marlowe",80,0.68
"2004","Jan",30,0.04
"2004","Taran",49,0.16
"2004","Donnie",83,0.06
"2004","Caron",32,0.11
"2004","Jacque",97,0.24
"2004","Karon",5,0.08
"2004","Alpha",72,0.16
"2004","Germaine",88,0.14
"2004","Lavon",50,0.08
"2005","Madison",42,1
"2005","Ashley",11,1
"2005","Lauren",3,1
"2005","Taylor",57,0.85
"2005","Sydney",8,0.99
"2005","Morgan",12,0.89
"2005","Allison",37,1
"2005","Avery",91,0.75
"2005","Leslie",4,0.97
"2005","Addison",20,0.89
"2005","Bailey",22,0.87
"2005","Shelby",2,0.98
"2005","Kennedy",6,0.94
"2005","Kendall",35,0.85
"2005","Aubrey",1,0.94
"2005","Skylar",90,0.81
"2005","Courtney",41,0.94
"2005","Lindsey",7,0.99
"2005","Cheyenne",19,0.99
"2005","Kelsey",78,0.98
"2005","Kelly",10,0.94
"2005","Paris",21,0.95
"2005","Reese",59,0.68
"2005","Lindsay",13,0.99
"2005","Shannon",47,0.85
"2005","Sidney",84,0.8
"2005","Kiley",99,0.99
"2005","Whitney",23,0.98
"2005","Stacy",27,0.91
"2005","Lesley",14,0.98
"2005","Emery",45,0.67
"2005","Sandy",15,0.93
"2005","Marlen",54,0.96
"2005","Mckinley",51,0.76
"2005","Tracy",40,0.73
"2005","Robin",85,0.63
"2005","Jaime",74,0.14
"2005","Charley",29,0.74
"2005","Brook",66,0.91
"2005","Stevie",33,0.8
"2005","Blair",58,0.8
"2005","Elisha",95,0.31
"2005","Sheridan",60,0.92
"2005","Lynn",46,0.88
"2005","Arden",87,0.73
"2005","Michele",75,0.93
"2005","Rosario",63,0.81
"2005","Ellery",17,0.89
"2005","Arya",96,0.59
"2005","Frankie",89,0.28
"2005","Jodie",70,0.89
"2005","Jean",68,0.26
"2005","Kelley",26,0.83
"2005","Aubry",55,0.85
"2005","Leigh",25,0.92
"2005","Berlin",28,0.88
"2005","Anay",76,0.71
"2005","Marlo",98,0.64
"2005","Arlyn",61,0.84
"2005","Lorin",43,0.81
"2005","Ashtin",92,0.25
"2005","Marlowe",80,0.7
"2005","Robbie",71,0.22
"2005","Lashawn",53,0.26
"2005","Jullian",39,0.15
"2005","Lou",79,0.41
"2005","Jan",30,0.05
"2005","Alpha",72,0.19
"2005","Karon",5,0.07
"2005","Gale",67,0.63
"2005","Taran",49,0.15
"2006","Madison",42,1
"2006","Ashley",11,1
"2006","Taylor",57,0.85
"2006","Lauren",3,1
"2006","Addison",20,0.95
"2006","Sydney",8,0.99
"2006","Morgan",12,0.89
"2006","Allison",37,1
"2006","Avery",91,0.75
"2006","Aubrey",1,0.96
"2006","Leslie",4,0.97
"2006","Bailey",22,0.9
"2006","Kennedy",6,0.94
"2006","Shelby",2,0.97
"2006","Skylar",90,0.8
"2006","Kendall",35,0.85
"2006","Reese",59,0.78
"2006","Cheyenne",19,0.99
"2006","Kelsey",78,0.98
"2006","Lindsey",7,0.99
"2006","Courtney",41,0.92
"2006","Kelly",10,0.92
"2006","Paris",21,0.94
"2006","Lindsay",13,0.99
"2006","Shannon",47,0.84
"2006","Sidney",84,0.75
"2006","Whitney",23,0.97
"2006","Stacy",27,0.91
"2006","Lesley",14,0.97
"2006","Emery",45,0.67
"2006","Mckinley",51,0.78
"2006","Sandy",15,0.95
"2006","Lacy",18,0.96
"2006","Charley",29,0.78
"2006","Marlen",54,0.97
"2006","Robin",85,0.66
"2006","Jaime",74,0.15
"2006","Stevie",33,0.82
"2006","Tracy",40,0.67
"2006","Brook",66,0.92
"2006","Elisha",95,0.32
"2006","Arya",96,0.61
"2006","Ellery",17,0.95
"2006","Blair",58,0.64
"2006","Michele",75,0.93
"2006","Arden",87,0.73
"2006","Sheridan",60,0.95
"2006","Lynn",46,0.88
"2006","Rosario",63,0.82
"2006","Aubry",55,0.93
"2006","Frankie",89,0.24
"2006","Jodie",70,0.89
"2006","Kelley",26,0.81
"2006","Jean",68,0.2
"2006","Berlin",28,0.92
"2006","Marlo",98,0.61
"2006","Anay",76,0.58
"2006","Kelcey",100,0.76
"2006","Ashtin",92,0.21
"2006","Robbie",71,0.26
"2006","Lashawn",53,0.24
"2006","Marlowe",80,0.57
"2006","Jullian",39,0.1
"2006","Taran",49,0.19
"2006","Lou",79,0.32
"2006","Donnie",83,0.05
"2006","Alpha",72,0.11
"2006","Deon",77,0.03
"2006","Jan",30,0.02
"2006","Joell",36,0.18
"2006","Karon",5,0.05
"2006","Dee",65,0.32
"2006","Germaine",88,0.2
"2006","Lavon",50,0.06
"2007","Madison",42,1
"2007","Addison",20,0.97
"2007","Ashley",11,1
"2007","Taylor",57,0.85
"2007","Lauren",3,1
"2007","Sydney",8,0.99
"2007","Morgan",12,0.89
"2007","Allison",37,1
"2007","Avery",91,0.76
"2007","Aubrey",1,0.97
"2007","Bailey",22,0.92
"2007","Kennedy",6,0.95
"2007","Leslie",4,0.97
"2007","Cheyenne",19,0.99
"2007","Shelby",2,0.97
"2007","Reese",59,0.8
"2007","Kendall",35,0.83
"2007","Skylar",90,0.79
"2007","Kelsey",78,0.98
"2007","Kelly",10,0.91
"2007","Lindsey",7,0.99
"2007","Courtney",41,0.91
"2007","Lindsay",13,0.99
"2007","Paris",21,0.93
"2007","Lacey",62,0.99
"2007","Shannon",47,0.83
"2007","Sidney",84,0.73
"2007","Whitney",23,0.98
"2007","Emery",45,0.73
"2007","Stacy",27,0.94
"2007","Lesley",14,0.98
"2007","Lacy",18,0.97
"2007","Marlen",54,0.98
"2007","Mckinley",51,0.79
"2007","Sandy",15,0.94
"2007","Charley",29,0.76
"2007","Tracy",40,0.69
"2007","Brook",66,0.91
"2007","Robin",85,0.63
"2007","Arya",96,0.66
"2007","Stevie",33,0.85
"2007","Elisha",95,0.35
"2007","Blair",58,0.77
"2007","Jaime",74,0.13
"2007","Arden",87,0.69
"2007","Ellery",17,0.94
"2007","Lynn",46,0.89
"2007","Aubry",55,0.9
"2007","Frankie",89,0.29
"2007","Sheridan",60,0.92
"2007","Michele",75,0.88
"2007","Rosario",63,0.82
"2007","Jean",68,0.27
"2007","Jodie",70,0.92
"2007","Shelly",38,0.94
"2007","Kelley",26,0.77
"2007","Ivey",81,0.92
"2007","Arlyn",61,0.87
"2007","Anay",76,0.59
"2007","Leigh",25,0.87
"2007","Lorin",43,0.88
"2007","Marlo",98,0.59
"2007","Kelcey",100,0.89
"2007","Marlowe",80,0.79
"2007","Robbie",71,0.25
"2007","Lashawn",53,0.21
"2007","Jullian",39,0.1
"2007","Ashtin",92,0.15
"2007","Alpha",72,0.14
"2007","Jan",30,0.03
"2007","Lou",79,0.33
"2007","Taran",49,0.07
"2008","Madison",42,1
"2008","Addison",20,0.98
"2008","Ashley",11,0.99
"2008","Taylor",57,0.86
"2008","Lauren",3,1
"2008","Allison",37,1
"2008","Avery",91,0.78
"2008","Aubrey",1,0.98
"2008","Morgan",12,0.89
"2008","Sydney",8,0.99
"2008","Bailey",22,0.94
"2008","Kennedy",6,0.95
"2008","Leslie",4,0.97
"2008","Kendall",35,0.86
"2008","Reese",59,0.8
"2008","Shelby",2,0.97
"2008","Cheyenne",19,0.99
"2008","Skylar",90,0.78
"2008","Kelsey",78,0.98
"2008","Kelly",10,0.93
"2008","Courtney",41,0.9
"2008","Lindsey",7,0.99
"2008","Kiley",99,0.99
"2008","Meredith",94,0.99
"2008","Paris",21,0.9
"2008","Emery",45,0.7
"2008","Shannon",47,0.82
"2008","Sidney",84,0.69
"2008","Whitney",23,0.99
"2008","Hillary",69,0.99
"2008","Stacy",27,0.92
"2008","Mckinley",51,0.84
"2008","Charley",29,0.78
"2008","Lesley",14,0.98
"2008","Sandy",15,0.95
"2008","Arden",87,0.77
"2008","Marlen",54,0.95
"2008","Arya",96,0.65
"2008","Lacy",18,0.96
"2008","Blair",58,0.74
"2008","Robin",85,0.63
"2008","Tracy",40,0.71
"2008","Aubry",55,0.95
"2008","Stevie",33,0.82
"2008","Brook",66,0.9
"2008","Elisha",95,0.28
"2008","Ellery",17,0.89
"2008","Rosario",63,0.86
"2008","Jaime",74,0.11
"2008","Lynn",46,0.84
"2008","Frankie",89,0.26
"2008","Michele",75,0.89
"2008","Sheridan",60,0.92
"2008","Marlo",98,0.69
"2008","Berlin",28,0.92
"2008","Kelley",26,0.76
"2008","Jean",68,0.22
"2008","Leigh",25,0.92
"2008","Arlyn",61,0.89
"2008","Waverly",31,0.91
"2008","Marlowe",80,0.73
"2008","Anay",76,0.55
"2008","Jodie",70,0.73
"2008","Lashawn",53,0.24
"2008","Lorin",43,0.81
"2008","Robbie",71,0.23
"2008","Ashtin",92,0.2
"2008","Jullian",39,0.08
"2008","Lou",79,0.33
"2008","Karon",5,0.04
"2008","Taran",49,0.1
"2009","Madison",42,1
"2009","Addison",20,0.98
"2009","Ashley",11,1
"2009","Taylor",57,0.88
"2009","Allison",37,1
"2009","Avery",91,0.8
"2009","Aubrey",1,0.98
"2009","Lauren",3,1
"2009","Sydney",8,0.99
"2009","Morgan",12,0.89
"2009","Bailey",22,0.95
"2009","Kennedy",6,0.95
"2009","Kendall",35,0.85
"2009","Reese",59,0.8
"2009","Leslie",4,0.96
"2009","Shelby",2,0.98
"2009","Cheyenne",19,0.99
"2009","Skylar",90,0.77
"2009","Kelsey",78,0.99
"2009","Kelly",10,0.9
"2009","Courtney",41,0.89
"2009","Lindsey",7,0.99
"2009","Emery",45,0.78
"2009","Kiley",99,0.99
"2009","Paris",21,0.93
"2009","Lacey",62,0.99
"2009","Whitney",23,0.99
"2009","Lindsay",13,0.99
"2009","Sidney",84,0.7
"2009","Shannon",47,0.8
"2009","Mckinley",51,0.84
"2009","Stacy",27,0.91
"2009","Charley",29,0.76
"2009","Arya",96,0.69
"2009","Blair",58,0.83
"2009","Lesley",14,0.96
"2009","Stevie",33,0.86
"2009","Lacy",18,0.95
"2009","Sandy",15,0.95
"2009","Robin",85,0.67
"2009","Ellery",17,0.96
"2009","Marlen",54,0.96
"2009","Arden",87,0.71
"2009","Tracy",40,0.7
"2009","Aubry",55,0.93
"2009","Elisha",95,0.31
"2009","Rosario",63,0.85
"2009","Brook",66,0.91
"2009","Jaime",74,0.13
"2009","Frankie",89,0.29
"2009","Lynn",46,0.84
"2009","Michele",75,0.9
"2009","Marlowe",80,0.89
"2009","Berlin",28,0.95
"2009","Marlo",98,0.7
"2009","Leigh",25,0.93
"2009","Arlyn",61,0.9
"2009","Jodie",70,0.87
"2009","Kelley",26,0.77
"2009","Jean",68,0.19
"2009","Kelcey",100,0.73
"2009","Anay",76,0.37
"2009","Lorin",43,0.83
"2009","Robbie",71,0.24
"2009","Lashawn",53,0.19
"2009","Ashtin",92,0.15
"2009","Jullian",39,0.05
"2009","Jan",30,0.05
"2009","Deon",77,0.02
"2009","Lavon",50,0.06
"2009","Lou",79,0.19
"2010","Madison",42,1
"2010","Addison",20,0.98
"2010","Avery",91,0.8
"2010","Ashley",11,1
"2010","Taylor",57,0.87
"2010","Allison",37,1
"2010","Aubrey",1,0.98
"2010","Lauren",3,1
"2010","Sydney",8,0.98
"2010","Morgan",12,0.9
"2010","Bailey",22,0.95
"2010","Kennedy",6,0.95
"2010","Kendall",35,0.85
"2010","Reese",59,0.82
"2010","Skylar",90,0.79
"2010","Shelby",2,0.97
"2010","Leslie",4,0.97
"2010","Cheyenne",19,0.99
"2010","Kelsey",78,0.99
"2010","Kelly",10,0.92
"2010","Emery",45,0.78
"2010","Paris",21,0.93
"2010","Courtney",41,0.88
"2010","Lindsey",7,0.99
"2010","Whitney",23,0.98
"2010","Mckinley",51,0.88
"2010","Sidney",84,0.64
"2010","Shannon",47,0.82
"2010","Charley",29,0.79
"2010","Stacy",27,0.92
"2010","Arya",96,0.77
"2010","Blair",58,0.77
"2010","Lesley",14,0.97
"2010","Arden",87,0.79
"2010","Ellery",17,0.94
"2010","Stevie",33,0.85
"2010","Sandy",15,0.93
"2010","Lacy",18,0.94
"2010","Aubry",55,0.93
"2010","Robin",85,0.61
"2010","Marlen",54,0.94
"2010","Elisha",95,0.28
"2010","Christy",34,0.96
"2010","Tracy",40,0.63
"2010","Rosario",63,0.9
"2010","Brook",66,0.84
"2010","Frankie",89,0.3
"2010","Lynn",46,0.86
"2010","Berlin",28,0.94
"2010","Jaime",74,0.1
"2010","Marlo",98,0.67
"2010","Michele",75,0.88
"2010","Jean",68,0.21
"2010","Marlowe",80,0.81
"2010","Ivey",81,0.92
"2010","Sheridan",60,0.92
"2010","Waverly",31,0.92
"2010","Kelley",26,0.77
"2010","Arlyn",61,0.87
"2010","Jodie",70,0.77
"2010","Leigh",25,0.87
"2010","Anay",76,0.28
"2010","Lorin",43,0.66
"2010","Robbie",71,0.17
"2010","Jullian",39,0.08
"2010","Lashawn",53,0.16
"2010","Lou",79,0.42
"2010","Ashtin",92,0.18
"2010","Dee",65,0.51
"2010","Jan",30,0.04
"2011","Madison",42,1
"2011","Addison",20,0.98
"2011","Avery",91,0.81
"2011","Aubrey",1,0.98
"2011","Allison",37,1
"2011","Ashley",11,0.99
"2011","Taylor",57,0.86
"2011","Lauren",3,1
"2011","Sydney",8,0.98
"2011","Morgan",12,0.89
"2011","Bailey",22,0.95
"2011","Kennedy",6,0.96
"2011","Kendall",35,0.87
"2011","Reese",59,0.84
"2011","Skylar",90,0.83
"2011","Shelby",2,0.97
"2011","Leslie",4,0.96
"2011","Kelsey",78,0.98
"2011","Emery",45,0.79
"2011","Cheyenne",19,0.99
"2011","Kelly",10,0.9
"2011","Paris",21,0.93
"2011","Courtney",41,0.86
"2011","Kiley",99,0.99
"2011","Mckinley",51,0.89
"2011","Lindsey",7,0.99
"2011","Whitney",23,0.99
"2011","Meredith",94,0.99
"2011","Charley",29,0.85
"2011","Lindsay",13,0.99
"2011","Sidney",84,0.65
"2011","Shannon",47,0.8
"2011","Arya",96,0.79
"2011","Blair",58,0.78
"2011","Stacy",27,0.91
"2011","Ellery",17,0.95
"2011","Stevie",33,0.86
"2011","Arden",87,0.71
"2011","Lesley",14,0.96
"2011","Aubry",55,0.95
"2011","Robin",85,0.6
"2011","Lacy",18,0.97
"2011","Elisha",95,0.32
"2011","Frankie",89,0.36
"2011","Christy",34,0.96
"2011","Brook",66,0.88
"2011","Rosario",63,0.83
"2011","Marlen",54,0.96
"2011","Sandy",15,0.88
"2011","Lynn",46,0.79
"2011","Tracy",40,0.61
"2011","Berlin",28,0.95
"2011","Jaime",74,0.11
"2011","Marlowe",80,0.82
"2011","Marlo",98,0.67
"2011","Waverly",31,0.91
"2011","Ivey",81,0.91
"2011","Jean",68,0.23
"2011","Michele",75,0.86
"2011","Clair",24,0.91
"2011","Sheridan",60,0.85
"2011","Jodie",70,0.9
"2011","Arlyn",61,0.88
"2011","Kelley",26,0.64
"2011","Lou",79,0.38
"2011","Ashtin",92,0.21
"2011","Anay",76,0.13
"2011","Robbie",71,0.13
"2011","Lashawn",53,0.15
"2011","Alpha",72,0.18
"2011","Germaine",88,0.24
"2011","Jan",30,0.06
"2011","Donnie",83,0.05
"2011","Joell",36,0.06
"2011","Lavon",50,0.09
"2012","Madison",42,1
"2012","Avery",91,0.81
"2012","Addison",20,0.98
"2012","Aubrey",1,0.98
"2012","Allison",37,1
"2012","Taylor",57,0.85
"2012","Ashley",11,1
"2012","Lauren",3,1
"2012","Sydney",8,0.99
"2012","Bailey",22,0.97
"2012","Morgan",12,0.89
"2012","Kennedy",6,0.96
"2012","Skylar",90,0.89
"2012","Kendall",35,0.88
"2012","Reese",59,0.84
"2012","Emery",45,0.81
"2012","Shelby",2,0.97
"2012","Leslie",4,0.96
"2012","Kelsey",78,0.98
"2012","Paris",21,0.93
"2012","Cheyenne",19,0.99
"2012","Kelly",10,0.9
"2012","Arya",96,0.91
"2012","Mckinley",51,0.9
"2012","Courtney",41,0.83
"2012","Lindsey",7,0.98
"2012","Whitney",23,0.99
"2012","Charley",29,0.87
"2012","Shannon",47,0.78
"2012","Sidney",84,0.6
"2012","Blair",58,0.83
"2012","Stacy",27,0.91
"2012","Arden",87,0.75
"2012","Stevie",33,0.83
"2012","Ellery",17,0.93
"2012","Robin",85,0.64
"2012","Frankie",89,0.43
"2012","Aubry",55,0.96
"2012","Elisha",95,0.31
"2012","Sandy",15,0.91
"2012","Brook",66,0.87
"2012","Tracy",40,0.63
"2012","Marlo",98,0.73
"2012","Marlowe",80,0.88
"2012","Rosario",63,0.81
"2012","Lynn",46,0.78
"2012","Jaime",74,0.11
"2012","Berlin",28,0.91
"2012","Lindy",16,0.92
"2012","Michele",75,0.87
"2012","Jean",68,0.24
"2012","Arlyn",61,0.85
"2012","Kelley",26,0.76
"2012","Jodie",70,0.9
"2012","Leigh",25,0.87
"2012","Robbie",71,0.23
"2012","Lorin",43,0.71
"2012","Lou",79,0.53
"2012","Ashtin",92,0.17
"2012","Taran",49,0.15
"2012","Dee",65,0.38
"2012","Jan",30,0.06
"2012","Lashawn",53,0.12
"2012","Anay",76,0.08
"2012","Germaine",88,0.2
"2012","Jullian",39,0.05
"2012","Joell",36,0.07
"2013","Madison",42,1
"2013","Avery",91,0.82
"2013","Aubrey",1,0.98
"2013","Addison",20,0.98
"2013","Allison",37,1
"2013","Taylor",57,0.84
"2013","Kennedy",6,0.96
"2013","Ashley",11,0.99
"2013","Skylar",90,0.89
"2013","Lauren",3,1
"2013","Sydney",8,0.98
"2013","Morgan",12,0.9
"2013","Bailey",22,0.96
"2013","Kendall",35,0.88
"2013","Reese",59,0.84
"2013","Emery",45,0.85
"2013","Paris",21,0.92
"2013","Shelby",2,0.96
"2013","Arya",96,0.94
"2013","Leslie",4,0.97
"2013","Kelsey",78,0.99
"2013","Cheyenne",19,0.99
"2013","Kelly",10,0.9
"2013","Mckinley",51,0.93
"2013","Lacey",62,0.99
"2013","Charley",29,0.87
"2013","Courtney",41,0.83
"2013","Lindsey",7,0.98
"2013","Whitney",23,0.98
"2013","Blair",58,0.88
"2013","Sidney",84,0.59
"2013","Shannon",47,0.75
"2013","Arden",87,0.78
